"","id_piezometro","anno","media_nivel","n_medidas","sd_nivel"
"302","2440-4-0122",1981,247.58,1,NA
"303","2440-4-0125",1961,279.2,1,NA
"304","2440-4-0125",1972,247.44,1,NA
"305","2440-4-0127",1972,274.11,2,0.212132034355972
"306","2440-4-0127",1973,271.36,1,NA
"307","2440-4-0127",1981,248.91,1,NA
"308","2440-4-0127",1985,208.11,5,1.79568928269898
"309","2440-4-0127",1986,213.175454545455,11,3.06819283499706
"310","2440-4-0127",1987,219.565,12,1.70253020264226
"311","2440-4-0127",1988,223.302222222222,9,1.72399084813245
"312","2440-4-0127",1989,235.26,6,4.73491710592699
"313","2440-4-0127",1990,235.9225,8,0.653403178968168
"314","2440-4-0127",1991,235.026666666667,12,0.194858145761726
"315","2440-4-0127",1992,234.295,2,0.530330085889911
"316","2440-4-0127",1995,213.595,2,0.289913780286502
"317","2440-4-0127",1996,216.166666666667,3,0.427239199200328
"318","2440-4-0127",1997,214.28,1,NA
"319","2440-4-0127",1998,215.22,2,0.141421356237301
"320","2440-4-0127",1999,216.725,2,1.05358910396796
"321","2440-4-0127",2001,215.71,1,NA
"322","2440-4-0130",1976,254.62,1,NA
"323","2440-4-0130",1980,246.06,3,0.096436507609917
"324","2440-4-0130",1981,245.866666666667,6,0.716761234070785
"325","2440-4-0130",1982,245.5875,4,0.0834166250416203
"326","2440-4-0130",1985,243.026666666667,3,0.162583311976765
"327","2440-4-0130",1986,242.35125,8,0.598842633752805
"328","2440-4-0130",1989,241.904,5,0.28192197502146
"329","2440-4-0130",1990,241.65125,8,0.129773153728236
"330","2440-4-0130",1991,241.64,12,0.0599999999999967
"331","2440-4-0130",1992,241.71,1,NA
"332","2440-4-0130",1995,240.82,2,0.098994949366107
"333","2440-4-0130",1996,240.61,2,0.0424264068711744
"334","2440-4-0130",1997,240.52,1,NA
"335","2440-4-0130",1998,239.93,2,0.254558441227167
"336","2440-4-0130",1999,239.785,2,0.176776695296637
"337","2440-4-0130",2001,238.045,2,0.346482322781395
"338","2440-4-0136",1981,251.485,2,0.190918830920375
